"predator_class","predator_name","num_stb_killed"
"MAGE","Shifting Shade",2
"DRUID","Druid of the Flame",2
"PRIEST","Manic Soulcaster",2
"WARRIOR","Axe Flinger",2
"HUNTER","Harrison Jones",2
"WARLOCK","Grotesque Dragonhawk",2
"WARLOCK","Frostwolf Warlord",2
"MAGE","Arcane Giant",2
"WARLOCK","Nightbane Templar",2
"MAGE","Silver Hand Regent",2
"MAGE","Tanaris Hogchopper",2
"WARRIOR","Darnassus Aspirant",2
"SHAMAN","Druid of the Saber",2
"DRUID","Bloodsail Cultist",2
"HUNTER","Stormpike Commando",2
"MAGE","Shaku, the Collector",2
"PALADIN","Twin Emperor Vek'lor",2
"MAGE","The Storm Guardian",2
"PALADIN","Water Elemental",2
"MAGE","Wyrmrest Agent",2
"ROGUE","Mogu'shan Warden",2
"WARLOCK","Wisp",2
"PALADIN","Hound",2
"MAGE","Coldlight Seer",2
"SHAMAN","Sunwalker",2
"MAGE","Mountain Giant",2
"SHAMAN","Infested Wolf",2
"HUNTER","Piranha",2
"PALADIN","Volcanic Potion",2
"MAGE","N'Zoth's First Mate",2
"DRUID","Holy Wrath",2
"ROGUE","Youthful Brewmaster",2
"PRIEST","Eydis Darkbane",2
"WARRIOR","Gruul",2
"SHAMAN","Alexstrasza's Champion",2
"PRIEST","Damaged Golem",2
"HUNTER","King Mukla",2
"PRIEST","Rhonin",2
"DRUID","Lotus Assassin",2
"SHAMAN","Knuckles",2
"MAGE","Unlicensed Apothecary",2
"PALADIN","Snipe",2
"SHAMAN","Warhorse Trainer",2
"DRUID","Ironforge Rifleman",2
"WARRIOR","Silverware Golem",2
"HUNTER","Gormok the Impaler",2
"SHAMAN","Violet Teacher",2
"PRIEST","King Mukla",2
"DRUID","Genzo, the Shark",2
"SHAMAN","Djinni of Zephyrs",2
"DRUID","Backstreet Leper",2
"DRUID","Mukla, Tyrant of the Vale",2
"DRUID","Lava Shock",2
"SHAMAN","Frostwolf Grunt",2
"MAGE","Inner Rage",2
"DRUID","Zealous Initiate",2
"SHAMAN","Mana Geode",2
"MAGE","Enchanted Raven",2
"PALADIN","Guardian of Kings",2
"WARLOCK","Holy Champion",2
"PRIEST","Stampeding Kodo",2
"MAGE","Evolved Kobold",2
"PRIEST","Flesheating Ghoul",2
"WARLOCK","Burgly Bully",2
"HUNTER","Mind Control Tech",2
"MAGE","Edwin VanCleef",2
"WARLOCK","Bladed Cultist",2
"MAGE","Spawn of N'Zoth",2
"ROGUE","Sen'jin Shieldmasta",2
"MAGE","Secretkeeper",2
"DRUID","Mummy Zombie",2
"DRUID","Jade Golem",2
"ROGUE","Twilight Drake",2
"MAGE","Kabal Trafficker",2
"PRIEST","Defender",2
"MAGE","Argent Commander",2
"WARRIOR","Mogu'shan Warden",2
"PRIEST","Blood Knight",2
"WARLOCK","Lava Shock",2
"DRUID","Friendly Bartender",2
"HUNTER","Abusive Sergeant",2
"DRUID","Earth Shock",2
"SHAMAN","Demolisher",2
"MAGE","Wickerflame Burnbristle",2
"WARLOCK","Celestial Dreamer",2
"SHAMAN","Worgen Greaser",2
"MAGE","Explosive Shot",2
"SHAMAN","C'Thun's Chosen",2
"PRIEST","Sunwalker",2
"WARRIOR","The Mistcaller",2
"PRIEST","Explosive Trap",2
"SHAMAN","Faerie Dragon",2
"WARLOCK","Fierce Monkey",2
"MAGE","Laughing Sister",2
"PRIEST","Wickerflame Burnbristle",2
"WARRIOR","Holy Wrath",2
"WARRIOR","Lightning Bolt",2
"WARLOCK","Ironfur Grizzly",2
"WARRIOR","Lava Burst",2
"SHAMAN","Scaled Nightmare",2
"SHAMAN","Dread Corsair",2
"SHAMAN","Jade Shuriken",2
"WARLOCK","Dragon's Breath",2
"MAGE","Shadowfiend",2
"MAGE","Krul the Unshackled",2
"ROGUE","Flamestrike",2
"WARRIOR","Eviscerate",2
"PRIEST","Ironbeak Owl",2
"WARLOCK","Ironbeak Owl",2
"DRUID","Earth Elemental",2
"MAGE","Cabal Shadow Priest",2
"WARRIOR","Raza the Chained",2
"ROGUE","Ironfur Grizzly",2
"SHAMAN","Avian Watcher",2
"PRIEST","Blood Imp",2
"SHAMAN","Fen Creeper",2
"DRUID","Corrupted Healbot",2
"SHAMAN","Coliseum Manager",2
"SHAMAN","Dire Wolf Alpha",2
"WARLOCK","Malygos",2
"ROGUE","Ancient of War",2
"PRIEST","Young Priestess",2
"WARRIOR","Snipe",2
"PRIEST","Thrallmar Farseer",2
"SHAMAN","Ethereal Arcanist",2
"PRIEST","White Eyes",2
"ROGUE","Huge Toad",2
"SHAMAN","Carrion Grub",2
"ROGUE","Fen Creeper",2
"DRUID","Elven Archer",2
"ROGUE","Daring Reporter",2
"SHAMAN","Master Jouster",2
"ROGUE","Spawn of N'Zoth",2
"SHAMAN","Reckless Rocketeer",2
"ROGUE","Obsidian Destroyer",2
"PRIEST","Firebloom Toxin",2
"MAGE","Stormwind Knight",2
"DRUID","Voodoo Doctor",2
"WARRIOR","Auctionmaster Beardo",2
"SHAMAN","Living Roots",2
"PALADIN","Multi-Shot",2
"SHAMAN","Inkmaster Solia",2
"DRUID","Tomb Spider",2
"WARRIOR","Fiery Bat",2
"DRUID","Thunder Bluff Valiant",2
"DRUID","Windfury Harpy",2
"WARLOCK","Blubber Baron",2
"MAGE","Daring Reporter",2
"WARLOCK","Angry Chicken",2
"ROGUE","Runic Egg",2
"WARRIOR","Onyxia",2
"WARLOCK","Jade Chieftain",2
"PRIEST","Bloodfen Raptor",2
"ROGUE","Ironforge Rifleman",2
"WARLOCK","Earth Shock",2
"WARLOCK","Faceless Manipulator",2
"SHAMAN","Servant of Yogg-Saron",2
"DRUID","Shieldbearer",2
"PRIEST","Lightwell",2
"ROGUE","Eater of Secrets",2
"DRUID","Leatherclad Hogleader",2
"ROGUE","Meanstreet Marshal",2
"MAGE","Tiny Knight of Evil",2
"ROGUE","Stormwind Knight",2
"DRUID","Chillwind Yeti",2
"WARLOCK","Manic Soulcaster",2
"SHAMAN","Twin Emperor Vek'lor",2
"SHAMAN","Sparring Partner",2
"ROGUE","Gadgetzan Socialite",2
"PALADIN","Goldshire Footman",2
"PRIEST","Imp Gang Boss",2
"WARLOCK","Cleave",2
"PRIEST","Frigid Snobold",2
"HUNTER","Blood To Ichor",2
"MAGE","Millhouse Manastorm",2
"WARRIOR","Flamewaker",2
"MAGE","Pyroblast",2
"PRIEST","Demented Frostcaller",2
"ROGUE","Injured Kvaldir",2
"DRUID","Injured Blademaster",2
"WARRIOR","Elven Archer",2
"PRIEST","Blackwater Pirate",2
"PRIEST","Cyclopian Horror",2
"ROGUE","Sorcerer's Apprentice",2
"DRUID","Doomcaller",2
"DRUID","Earthen Ring Farseer",2
"PALADIN","Zoobot",2
"PRIEST","Starfall",2
"MAGE","Malkorok",2
"WARLOCK","Streetwise Investigator",2
"MAGE","Shattered Sun Cleric",2
"DRUID","Boneguard Lieutenant",2
"PRIEST","Grimy Gadgeteer",2
"SHAMAN","Manic Soulcaster",2
"DRUID","Moat Lurker",2
"MAGE","Sheep",2
"WARLOCK","Fen Creeper",2
"PRIEST","Dark Peddler",2
"WARRIOR","Stormwind Knight",2
"PRIEST","Cult Sorcerer",2
"SHAMAN","The Skeleton Knight",2
"DRUID","Meanstreet Marshal",2
"WARRIOR","Emerald Drake",2
"SHAMAN","Illidan Stormrage",2
"WARLOCK","Cabal Shadow Priest",2
"WARRIOR","Mana Wyrm",2
"DRUID","Mana Wyrm",2
"DRUID","Nightblade",2
"WARLOCK","Jinyu Waterspeaker",2
"WARRIOR","Circle of Healing",2
"WARLOCK","Kill Command",2
"SHAMAN","Menagerie Warden",2
"MAGE","Cleave",2
"MAGE","Blood Knight",2
"DRUID","SI:7 Agent",2
"DRUID","Perdition's Blade",2
"SHAMAN","Priestess of Elune",2
"ROGUE","Drakonid Operative",2
"MAGE","Draenei Totemcarver",1
"WARRIOR","River Crocolisk",1
"PALADIN","Explosive Shot",1
"WARLOCK","Venture Co. Mercenary",1
"SHAMAN","Addled Grizzly",1
"SHAMAN","Cult Apothecary",1
"WARLOCK","Ancient Watcher",1
"SHAMAN","Usher of Souls",1
"WARRIOR","Wrathguard",1
"MAGE","Saboteur",1
"HUNTER","Jeweled Scarab",1
"PRIEST","Daring Reporter",1
"ROGUE","Mana Geode",1
"WARLOCK","Ooze",1
"SHAMAN","Kor'kron Elite",1
"DRUID","Fjola Lightbane",1
"PRIEST","Animated Armor",1
"SHAMAN","The Beast",1
"ROGUE","Gormok the Impaler",1
"SHAMAN","Grotesque Dragonhawk",1
"SHAMAN","Pit Fighter",1
"MAGE","Arathi Weaponsmith",1
"SHAMAN","Wickerflame Burnbristle",1
"SHAMAN","Mysterious Challenger",1
"DRUID","The Boogeymonster",1
"SHAMAN","Twilight Darkmender",1
"WARRIOR","Murloc Knight",1
"MAGE","Jade Golem",1
"DRUID","Onyx Bishop",1
"SHAMAN","Toxic Sewer Ooze",1
"SHAMAN","Cabal Shadow Priest",1
"WARRIOR","Unearthed Raptor",1
"HUNTER","Sen'jin Shieldmasta",1
"SHAMAN","Malygos",1
"WARLOCK","Baine Bloodhoof",1
"ROGUE","Ethereal Arcanist",1
"PALADIN","Alexstrasza's Champion",1
"ROGUE","Genzo, the Shark",1
"PALADIN","Master Swordsmith",1
"ROGUE","Kabal Lackey",1
"PRIEST","Meanstreet Marshal",1
"PRIEST","Pit Lord",1
"HUNTER","Gnoll",1
"SHAMAN","Starving Buzzard",1
"WARRIOR","Rend Blackhand",1
"MAGE","Holy Champion",1
"MAGE","Flame Juggler",1
"PALADIN","Pompous Thespian",1
"SHAMAN","Herald Volazj",1
"SHAMAN","Silvermoon Guardian",1
"MAGE","Dragonhawk Rider",1
"DRUID","Darkshire Councilman",1
"ROGUE","Knuckles",1
"WARRIOR","Magnataur Alpha",1
"WARRIOR","Arcane Golem",1
"SHAMAN","Dragon Consort",1
"PRIEST","Emperor Cobra",1
"PALADIN","Spirit Wolf",1
"WARRIOR","Mummy Zombie",1
"MAGE","Worthless Imp",1
"PRIEST","Fjola Lightbane",1
"WARRIOR","Cyclopian Horror",1
"WARLOCK","Daring Reporter",1
"MAGE","The Black Knight",1
"MAGE","Arcanosmith",1
"WARRIOR","Murloc Raider",1
"WARRIOR","Worgen Infiltrator",1
"DRUID","Lightspawn",1
"PALADIN","Tomb Spider",1
"ROGUE","Hogger",1
"DRUID","Southsea Deckhand",1
"WARLOCK","Healing Totem",1
"WARRIOR","Ogre Magi",1
"WARLOCK","Aldor Peacekeeper",1
"DRUID","Prince Malchezaar",1
"PALADIN","Avian Watcher",1
"ROGUE","Scarlet Crusader",1
"WARLOCK","Eviscerate",1
"PALADIN","Fen Creeper",1
"SHAMAN","Stormpike Commando",1
"WARLOCK","Faceless Summoner",1
"SHAMAN","N'Zoth, the Corruptor",1
"DRUID","Squire",1
"DRUID","Kazakus",1
"SHAMAN","Dread Infernal",1
"SHAMAN","Stormwind Knight",1
"MAGE","Garrison Commander",1
"WARLOCK","Magnataur Alpha",1
"WARRIOR","Spiteful Smith",1
"WARRIOR","Imp Gang Boss",1
"PRIEST","Mogor's Champion",1
"PALADIN","Laughing Sister",1
"ROGUE","Selfless Hero",1
"HUNTER","Beckoner of Evil",1
"SHAMAN","Blackwing Technician",1
"WARLOCK","Gruul",1
"PRIEST","Ancient of Blossoms",1
"HUNTER","Alley Armorsmith",1
"PRIEST","Axe Flinger",1
"MAGE","Frostwolf Grunt",1
"SHAMAN","Crazed Worshipper",1
"WARLOCK","Wyrmrest Agent",1
"PRIEST","Bloodsail Corsair",1
"WARRIOR","Master Jouster",1
"HUNTER","Lord of the Arena",1
"PRIEST","Xaril, Poisoned Mind",1
"WARRIOR","The Skeleton Knight",1
"DRUID","Imp Gang Boss",1
"MAGE","Pit Lord",1
"MAGE","Wrathion",1
"ROGUE","Onyx Bishop",1
"PRIEST","Mukla's Champion",1
"WARRIOR","Kindly Grandmother",1
"DRUID","Doppelgangster",1
"MAGE","Grimestreet Protector",1
"ROGUE","Crowd Favorite",1
"ROGUE","Netherspite Historian",1
"PRIEST","Grimestreet Outfitter",1
"PRIEST","Boneguard Lieutenant",1
"PALADIN","Spider",1
"PRIEST","Firelands Portal",1
"SHAMAN","Void Crusher",1
"SHAMAN","Dragonhawk Rider",1
"WARLOCK","Wrath of Air Totem",1
"PALADIN","Kabal Lackey",1
"ROGUE","Pompous Thespian",1
"PALADIN","Injured Kvaldir",1
"WARLOCK","Duskboar",1
"MAGE","Eternal Sentinel",1
"WARLOCK","Twilight Summoner",1
"WARLOCK","Silver Hand Recruit",1
"ROGUE","Cult Apothecary",1
"WARRIOR","Ancient of Blossoms",1
"DRUID","Crowd Favorite",1
"DRUID","Mukla's Champion",1
"SHAMAN","Aldor Peacekeeper",1
"DRUID","Knuckles",1
"WARLOCK","Frostwolf Grunt",1
"PALADIN","Eydis Darkbane",1
"WARLOCK","Animated Armor",1
"PALADIN","Bloodsail Cultist",1
"DRUID","Misha",1
"SHAMAN","Flesheating Ghoul",1
"SHAMAN","Dark Peddler",1
"DRUID","Ancient Shade",1
"SHAMAN","Cryomancer",1
"SHAMAN","Moroes",1
"PALADIN","Tauren Warrior",1
"PRIEST","Keeper of the Grove",1
"MAGE","Searing Totem",1
"PRIEST","Rend Blackhand",1
"PRIEST","Leeroy Jenkins",1
"WARRIOR","Arcane Giant",1
"PRIEST","Gurubashi Berserker",1
"WARLOCK","Shattered Sun Cleric",1
"SHAMAN","Cho'gall",1
"PRIEST","Stranglethorn Tiger",1
"SHAMAN","Blackwater Pirate",1
"WARRIOR","Frog",1
"DRUID","Raid Leader",1
"PRIEST","Broom",1
"SHAMAN","Southsea Captain",1
"WARLOCK","Al'Akir the Windlord",1
"PALADIN","Twin Emperor Vek'nilash",1
"DRUID","Twilight Darkmender",1
"WARLOCK","Kabal Lackey",1
"PRIEST","Shaky Zipgunner",1
"DRUID","Rumbling Elemental",1
"MAGE","Midnight Drake",1
"HUNTER","Grim Patron",1
"DRUID","Kobold Geomancer",1
"ROGUE","Garrosh Hellscream",1
"DRUID","Alley Armorsmith",1
"MAGE","Possessed Villager",1
"PALADIN","Hyena",1
"PALADIN","Voodoo Doctor",1
"SHAMAN","Magma Rager",1
"MAGE","Arcane Golem",1
"SHAMAN","Faceless Summoner",1
"WARLOCK","Cutpurse",1
"DRUID","Frog",1
"MAGE","Jade Golem",1
"PRIEST","Darkspeaker",1
"PRIEST","Jade Golem",1
"PRIEST","Weasel Tunneler",1
"SHAMAN","Bog Creeper",1
"WARRIOR","Ironbeak Owl",1
"HUNTER","Baine Bloodhoof",1
"HUNTER","Reckless Rocketeer",1
"SHAMAN","Bolf Ramshield",1
"PRIEST","Cult Apothecary",1
"PALADIN","Nerubian Prophet",1
"MAGE","Gnoll",1
"DRUID","Alleycat",1
"DRUID","Hogger, Doom of Elwynn",1
"DRUID","Spider",1
"WARLOCK","Thrallmar Farseer",1
"WARLOCK","Twilight Whelp",1
"WARLOCK","King Mukla",1
"SHAMAN","Lance Carrier",1
"DRUID","Worthless Imp",1
"DRUID","Eydis Darkbane",1
"PRIEST","Flame Imp",1
"PRIEST","Knife Juggler",1
"MAGE","Steward",1
"WARRIOR","Volcanic Drake",1
"DRUID","Grimy Gadgeteer",1
"SHAMAN","Armorsmith",1
"WARLOCK","Spiked Hogrider",1
"ROGUE","Pit Lord",1
"DRUID","Cabal Shadow Priest",1
"DRUID","Violet Illusionist",1
"DRUID","Angry Chicken",1
"WARLOCK","Goldshire Footman",1
"WARRIOR","Kazakus",1
"SHAMAN","Sheep",1
"WARRIOR","Evil Heckler",1
"WARRIOR","Nexus-Champion Saraad",1
"ROGUE","Murloc Knight",1
"DRUID","Jade Golem",1
"MAGE","Whelp",1
"PRIEST","Corrupted Seer",1
"DRUID","Jade Chieftain",1
"WARRIOR","Big Game Hunter",1
"SHAMAN","Jade Swarmer",1
"PALADIN","Auctionmaster Beardo",1
"SHAMAN","Kabal Trafficker",1
"ROGUE","Fandral Staghelm",1
"PALADIN","Drakonid Crusher",1
"WARLOCK","Summoning Portal",1
"SHAMAN","Scavenging Hyena",1
"DRUID","Grim Patron",1
"MAGE","Grimestreet Pawnbroker",1
"PRIEST","Pompous Thespian",1
"PRIEST","Desert Camel",1
"DRUID","Bloodsail Raider",1
"ROGUE","The Skeleton Knight",1
"PRIEST","River Crocolisk",1
"PRIEST","Darkshire Librarian",1
"DRUID","Light's Champion",1
"DRUID","Spawn of Shadows",1
"SHAMAN","Genzo, the Shark",1
"MAGE","Knight of the Wild",1
"WARRIOR","Eadric the Pure",1
"HUNTER","Cairne Bloodhoof",1
"WARLOCK","Mana Wyrm",1
"PRIEST","Rat Pack",1
"MAGE","Defias Cleaner",1
"DRUID","Wildwalker",1
"WARRIOR","King's Elekk",1
"WARRIOR","Shadowfiend",1
"WARRIOR","Dragon Egg",1
"MAGE","Grimscale Oracle",1
"PALADIN","Ancient Watcher",1
"WARRIOR","Thing from Below",1
"MAGE","Argent Protector",1
"HUNTER","Injured Blademaster",1
"SHAMAN","Alley Armorsmith",1
"PRIEST","Jade Golem",1
"PALADIN","Twilight Whelp",1
"PRIEST","Jade Golem",1
"MAGE","Houndmaster",1
"SHAMAN","Savannah Highmane",1
"ROGUE","Secretkeeper",1
"PALADIN","Grotesque Dragonhawk",1
"PRIEST","Princess Huhuran",1
"SHAMAN","Huffer",1
"DRUID","Stormpike Commando",1
"PRIEST","Ogre Magi",1
"PRIEST","Hogger",1
"SHAMAN","Clockwork Knight",1
"PALADIN","Argent Watchman",1
"ROGUE","Demolisher",1
"PRIEST","Shadowcaster",1
"SHAMAN","Doomsayer",1
"WARRIOR","Cho'gall",1
"SHAMAN","Raza the Chained",1
"DRUID","Arch-Thief Rafaam",1
"WARLOCK","Leper Gnome",1
"PRIEST","The Beast",1
"DRUID","Ancient Brewmaster",1
"SHAMAN","Thrallmar Farseer",1
"PRIEST","Grimestreet Smuggler",1
"DRUID","Grimestreet Protector",1
"SHAMAN","Grimestreet Enforcer",1
"MAGE","Crystalweaver",1
"MAGE","Wisp",1
"DRUID","Eternal Sentinel",1
"DRUID","Slime",1
"WARLOCK","Addled Grizzly",1
"SHAMAN","Stablemaster",1
"ROGUE","Shield Slam",1
"SHAMAN","Demented Frostcaller",1
"SHAMAN","Gurubashi Berserker",1
"MAGE","Mirror Image",1
"DRUID","Gruul",1
"PALADIN","Fallen Hero",1
"ROGUE","Possessed Villager",1
"PRIEST","Ethereal Peddler",1
"PALADIN","Icehowl",1
"DRUID","Savannah Highmane",1
"DRUID","Murloc Raider",1
"PRIEST","Evil Heckler",1
"MAGE","Doomcaller",1
"PRIEST","Argent Protector",1
"PRIEST","Tanaris Hogchopper",1
"PALADIN","Hired Gun",1
"SHAMAN","Lorewalker Cho",1
"PRIEST","Razorfen Hunter",1
"WARRIOR","Naga Sea Witch",1
"PALADIN","Maiden of the Lake",1
"WARRIOR","Mire Keeper",1
"MAGE","Klaxxi Amber-Weaver",1
"MAGE","Kun the Forgotten King",1
"PALADIN","Frog",1
"PALADIN","Shieldbearer",1
"DRUID","Tinkmaster Overspark",1
"WARRIOR","Nightblade",1
"ROGUE","Twilight Elemental",1
"PALADIN","Inner Rage",1
"PRIEST","Armored Warhorse",1
"ROGUE","Big Game Hunter",1
"DRUID","Silverback Patriarch",1
"MAGE","Gormok the Impaler",1
"PRIEST","Pit Fighter",1
"DRUID","Southsea Captain",1
"ROGUE","Starving Buzzard",1
"DRUID","Master of Disguise",1
"WARRIOR","Sideshow Spelleater",1
"PALADIN","Shattered Sun Cleric",1
"PRIEST","Babbling Book",1
"DRUID","Tundra Rhino",1
"SHAMAN","Anubisath Sentinel",1
"MAGE","Baine Bloodhoof",1
"WARLOCK","Arathi Weaponsmith",1
"ROGUE","Hungry Crab",1
"SHAMAN","Ancient Shieldbearer",1
"WARRIOR","Tuskarr Jouster",1
"DRUID","Cloaked Huntress",1
"PALADIN","Kidnapper",1
"SHAMAN","Arcane Giant",1
"ROGUE","Bilefin Tidehunter",1
"WARRIOR","Black Whelp",1
"SHAMAN","Temple Enforcer",1
"WARRIOR","Nightbane Templar",1
"PRIEST","Tomb Spider",1
"SHAMAN","Silver Hand Regent",1
"ROGUE","Skycap'n Kragg",1
"WARLOCK","Buccaneer",1
"WARRIOR","Jungle Panther",1
"HUNTER","Ravaging Ghoul",1
"WARRIOR","Thrallmar Farseer",1
"ROGUE","Baine Bloodhoof",1
"WARRIOR","Master of Evolution",1
"MAGE","Fencing Coach",1
"PRIEST","Angry Chicken",1
"WARRIOR","Gadgetzan Ferryman",1
"WARLOCK","Wickerflame Burnbristle",1
"SHAMAN","Boar",1
"PALADIN","Kor'kron Elite",1
"WARLOCK","Broom",1
"DRUID","N'Zoth's First Mate",1
"ROGUE","Deathwing, Dragonlord",1
"PRIEST","Murloc Knight",1
"MAGE","Cult Master",1
"MAGE","Hobart Grapplehammer",1
"MAGE","Bog Creeper",1
"SHAMAN","Darkscale Healer",1
"MAGE","Flame Imp",1
"DRUID","Servant of Yogg-Saron",1
"WARLOCK","Servant of Yogg-Saron",1
"DRUID","Grotesque Dragonhawk",1
"SHAMAN","Sunfury Protector",1
"ROGUE","Voodoo Doctor",1
"ROGUE","Frostbolt",1
"WARRIOR","Defender",1
"WARLOCK","Medivh's Valet",1
"SHAMAN","Priest of the Feast",1
"WARRIOR","Boar",1
"DRUID","Validated Doomsayer",1
"SHAMAN","Anub'arak",1
"SHAMAN","Golden Monkey",1
"PRIEST","King's Elekk",1
"DRUID","Ironfur Grizzly",1
"HUNTER","Darkspeaker",1
"WARRIOR","Twisted Worgen",1
"MAGE","Grimy Gadgeteer",1
"SHAMAN","Tournament Medic",1
"WARLOCK","Eydis Darkbane",1
"PALADIN","Rat Pack",1
"ROGUE","Servant of Yogg-Saron",1
"WARRIOR","King Mukla",1
"WARRIOR","Druid of the Claw",1
"DRUID","Sabertooth Tiger",1
"PRIEST","Young Dragonhawk",1
"DRUID","Flame Imp",1
"SHAMAN","Unlicensed Apothecary",1
"WARRIOR","Demolisher",1
"PRIEST","Sorcerer's Apprentice",1
"PRIEST","Big Bad Wolf",1
"DRUID","Streetwise Investigator",1
"ROGUE","Murloc Tidehunter",1
"SHAMAN","Kabal Courier",1
"DRUID","Fel Orc Soulfiend",1
"DRUID","Starving Buzzard",1
"WARRIOR","Crystalweaver",1
"DRUID","Questing Adventurer",1
"HUNTER","Mana Tide Totem",1
"WARRIOR","Toxic Sewer Ooze",1
"DRUID","Dalaran Mage",1
"PALADIN","Obsidian Destroyer",1
"WARLOCK","Grim Patron",1
"HUNTER","Kor'kron Elite",1
"WARRIOR","Defias Ringleader",1
"PALADIN","Eater of Secrets",1
"PALADIN","Djinni of Zephyrs",1
"WARRIOR","Darkspeaker",1
"DRUID","Ethereal Arcanist",1
"PRIEST","Faceless Destroyer",1
"ROGUE","Summoning Portal",1
"MAGE","Infernal",1
"DRUID","The Skeleton Knight",1
"WARLOCK","Gorillabot A-3",1
"DRUID","Wrathguard",1
"SHAMAN","Lotus Assassin",1
"PRIEST","Fearsome Doomguard",1
"WARLOCK","Scaled Nightmare",1
"PRIEST","Coldlight Seer",1
"ROGUE","King Mukla",1
"DRUID","Searing Totem",1
"PRIEST","Tournament Attendee",1
"WARLOCK","Grimestreet Enforcer",1
"DRUID","Dragon Consort",1
"ROGUE","Flametongue Totem",1
"MAGE","Candle",1
"WARLOCK","Gnoll",1
"ROGUE","Dragonhawk Rider",1
"WARRIOR","Streetwise Investigator",1
"MAGE","Runic Egg",1
"HUNTER","Kodorider",1
"WARLOCK","Shado-Pan Rider",1
"PRIEST","Void Crusher",1
"WARRIOR","Eydis Darkbane",1
"PALADIN","Violet Teacher",1
"ROGUE","Harrison Jones",1
"DRUID","Drakonid Operative",1
"DRUID","Kodorider",1
"WARLOCK","Damaged Golem",1
"MAGE","Black Whelp",1
"PRIEST","Inner Rage",1
"WARLOCK","Pit Lord",1
"SHAMAN","Kabal Crystal Runner",1
"SHAMAN","Nexus-Champion Saraad",1
"ROGUE","Imp Master",1
"MAGE","Knife Juggler",1
"SHAMAN","Soggoth the Slitherer",1
"MAGE","Gadgetzan Ferryman",1
"WARLOCK","Explosive Trap",1
"WARRIOR","Hallazeal the Ascended",1
"DRUID","River Crocolisk",1
"PRIEST","Jade Golem",1
"WARLOCK","Virmen Sensei",1
"PRIEST","Alleycat",1
"WARRIOR","Menagerie Warden",1
"WARRIOR","Garrison Commander",1
"WARRIOR","Am'gam Rager",1
"WARRIOR","Arcane Missiles",1
"SHAMAN","Netherspite Historian",1
"WARLOCK","Jade Golem",1
"ROGUE","Polluted Hoarder",1
"MAGE","Defias Ringleader",1
"WARLOCK","Confessor Paletress",1
"SHAMAN","Stampeding Kodo",1
"WARRIOR","Varian Wrynn",1
"WARLOCK","Silent Knight",1
"WARLOCK","Raid Leader",1
"PALADIN","Warhorse Trainer",1
"SHAMAN","Savage Combatant",1
"WARLOCK","Recruiter",1
"MAGE","Dispatch Kodo",1
"WARRIOR","Confessor Paletress",1
"PRIEST","Silver Hand Regent",1
"WARRIOR","Cenarius",1
"MAGE","Nat, the Darkfisher",1
"HUNTER","Mad Bomber",1
"SHAMAN","Maiden of the Lake",1
"SHAMAN","Steward",1
"ROGUE","Anomalus",1
"MAGE","Mayor Noggenfogger",1
"HUNTER","Questing Adventurer",1
"ROGUE","Tundra Rhino",1
"DRUID","Frigid Snobold",1
"WARLOCK","Naga Corsair",1
"SHAMAN","Nightblade",1
"WARLOCK","Fencing Coach",1
"PRIEST","Tirion Fordring",1
"MAGE","Grimscale Chum",1
"SHAMAN","Gnoll",1
"DRUID","Razorfen Hunter",1
"MAGE","Rat",1
"SHAMAN","Leatherclad Hogleader",1
"MAGE","Twisted Worgen",1
"PRIEST","Stablemaster",1
"HUNTER","Spiked Hogrider",1
"PALADIN","Ironbeak Owl",1
"PRIEST","Steward of Darkshire",1
"DRUID","Argent Protector",1
"WARLOCK","Rat Pack",1
"DRUID","Dreadscale",1
"WARLOCK","Acolyte of Pain",1
"DRUID","Armored Warhorse",1
"DRUID","Knight of the Wild",1
"WARRIOR","Dalaran Aspirant",1
"SHAMAN","Luckydo Buccaneer",1
"WARRIOR","Wickerflame Burnbristle",1
"SHAMAN","Dispatch Kodo",1
"PRIEST","Ironfur Grizzly",1
"SHAMAN","Faceless Manipulator",1
"MAGE","Violet Illusionist",1
"MAGE","Keeper of the Grove",1
"WARLOCK","Sorcerer's Apprentice",1
"WARLOCK","Inkmaster Solia",1
"DRUID","Murloc Razorgill",1
"WARRIOR","Patient Assassin",1
"WARLOCK","Priestess of Elune",1
"DRUID","Garrosh Hellscream",1
"PALADIN","Savannah Highmane",1
"PRIEST","Savage Combatant",1
"WARRIOR","Mounted Raptor",1
"SHAMAN","Grimy Gadgeteer",1
"MAGE","Leper Gnome",1
"SHAMAN","Whelp",1
"PRIEST","Squire",1
"WARLOCK","Pit Snake",1
"MAGE","Mana Wraith",1
"SHAMAN","Acolyte of Pain",1
"DRUID","Swashburglar",1
"WARLOCK","Skeram Cultist",1
"SHAMAN","Keeper of the Grove",1
"WARRIOR","Unlicensed Apothecary",1
"HUNTER","Silver Hand Regent",1
"SHAMAN","Cult Sorcerer",1
"MAGE","Blowgill Sniper",1
"WARRIOR","Flame Imp",1
"PALADIN","Hungry Crab",1
"WARLOCK","Undercity Valiant",1
"WARLOCK","N'Zoth's First Mate",1
"WARRIOR","Dreadsteed",1
"HUNTER","Totem Golem",1
"PALADIN","Jade Golem",1
"WARRIOR","Mana Geode",1
"MAGE","Carrion Grub",1
"WARLOCK","Warhorse Trainer",1
"SHAMAN","Seadevil Stinger",1
"MAGE","Khadgar",1
"WARRIOR","Tinkmaster Overspark",1
